Codigo_Barras;SKU_Interno;Descripcion;Fabricante;Contenido;Precio_Lista;Descuento_Porc
779100001809;SKU-11808;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1667.41;5.0
779100001810;SKU-11809;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1929.55;0.0
779100001811;SKU-11810;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;749.36;10.0
779100001812;SKU-11811;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;684.46;0.0
779100001813;SKU-11812;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;879.33;0.0
779100001814;SKU-11813;HELLMANNS MAYONESA CLASICA 950 G;Hellmanns;950 g;2628.7;5.0
779100001815;SKU-11814;ARCOR GALLETITAS DULCES PACK X3;Arcor;Pack x3;3190.01;5.0
779100001816;SKU-11815;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;858.23;5.0
779100001817;SKU-11816;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4861.69;0.0
779100001818;SKU-11817;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4201.38;10.0
779100001819;SKU-11818;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;2876.58;5.0
779100001820;SKU-11819;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;1734.25;0.0
779100001821;SKU-11820;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;5426.68;10.0
779100001822;SKU-11821;SPRITE GASEOSA LIMA LIMON 500 ML;Sprite;500 ml;1597.3;0.0
779100001823;SKU-11822;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2088.87;0.0
779100001824;SKU-11823;LA SERENÍSIMA LECHE ENTERA TETRA 1L;La Serenísima;Tetra 1L;1276.1;10.0
779100001825;SKU-11824;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1410.71;5.0
779100001826;SKU-11825;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 180 G;La Serenísima;180 g;2164.91;10.0
779100001827;SKU-11826;SAN IGNACIO DULCE DE LECHE CLASICO 1000 G;San Ignacio;1000 g;2828.01;0.0
779100001828;SKU-11827;NATURA ACEITE GIRASOL 3 L;Natura;3 l;2598.4;0.0
779100001829;SKU-11828;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2435.42;0.0
779100001830;SKU-11829;GALLO ARROZ LARGO FINO 500 G;Gallo;500 g;1053.44;5.0
779100001831;SKU-11830;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;801.23;0.0
779100001832;SKU-11831;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;678.18;10.0
779100001833;SKU-11832;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;806.89;5.0
779100001834;SKU-11833;HELLMANNS MAYONESA CLASICA 1000 GR;Hellmanns;1000 gr;2527.83;10.0
779100001835;SKU-11834;ARCOR GALLETITAS DULCES 300 G;Arcor;300 g;1245.96;5.0
779100001836;SKU-11835;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;974.9;0.0
779100001837;SKU-11836;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;2075.25;10.0
779100001838;SKU-11837;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;2060.46;10.0
779100001839;SKU-11838;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;2608.97;10.0
779100001840;SKU-11839;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;1947.78;10.0
779100001841;SKU-11840;COCA-COLA GASEOSA COLA 2.25L;Coca-Cola;2.25L;4561.37;10.0
779100001842;SKU-11841;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;4774.97;0.0
779100001843;SKU-11842;QUILMES CERVEZA RUBIA 473 ML;Quilmes;473 ml;1422.45;10.0
779100001844;SKU-11843;LA SERENÍSIMA LECHE ENTERA 1000 CC;La Serenísima;1000 cc;1276.99;0.0
779100001845;SKU-11844;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1294.14;5.0
779100001846;SKU-11845;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2341.01;10.0
779100001847;SKU-11846;SAN IGNACIO DULCE DE LECHE CLASICO 400 G;San Ignacio;400 g;2414.8;0.0
779100001848;SKU-11847;NATURA ACEITE GIRASOL 900 ML;Natura;900 ml;2233.03;10.0
779100001849;SKU-11848;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2317.61;0.0
779100001850;SKU-11849;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1640.3;5.0
779100001851;SKU-11850;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1277.27;10.0
779100001852;SKU-11851;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;861.62;5.0
779100001853;SKU-11852;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;842.67;10.0
779100001854;SKU-11853;HELLMANNS MAYONESA CLASICA 475 G;Hellmanns;475 g;2738.61;5.0
779100001855;SKU-11854;ARCOR GALLETITAS DULCES 120 G;Arcor;120 g;1156.42;5.0
779100001856;SKU-11855;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2834.32;0.0
779100001857;SKU-11856;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;4516.96;5.0
779100001858;SKU-11857;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4060.34;0.0
779100001859;SKU-11858;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;8247.59;0.0
779100001860;SKU-11859;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;2083.15;10.0
779100001861;SKU-11860;COCA-COLA GASEOSA COLA 1500 ML;Coca-Cola;1500 ml;3666.49;5.0
779100001862;SKU-11861;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;4679.9;5.0
779100001863;SKU-11862;QUILMES CERVEZA RUBIA 710 ML;Quilmes;710 ml;2491.89;0.0
779100001864;SKU-11863;LA SERENÍSIMA LECHE ENTERA 1000 ML;La Serenísima;1000 ml;1398.28;0.0
779100001865;SKU-11864;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1376.82;5.0
779100001866;SKU-11865;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 G;La Serenísima;1000 g;2358.86;10.0
779100001867;SKU-11866;SAN IGNACIO DULCE DE LECHE CLASICO 400 GR;San Ignacio;400 gr;2678.1;5.0
779100001868;SKU-11867;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;2977.94;0.0
779100001869;SKU-11868;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1821.76;10.0
779100001870;SKU-11869;GALLO ARROZ LARGO FINO 1000 G;Gallo;1000 g;1851.81;5.0
779100001871;SKU-11870;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;815.41;10.0
779100001872;SKU-11871;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;853.99;0.0
779100001873;SKU-11872;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;917.25;0.0
779100001874;SKU-11873;HELLMANNS MAYONESA CLASICA 500 G;Hellmanns;500 g;1689.39;5.0
779100001875;SKU-11874;ARCOR GALLETITAS DULCES 160 G;Arcor;160 g;1243.93;5.0
779100001876;SKU-11875;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;923.19;0.0
779100001877;SKU-11876;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4893.6;5.0
779100001878;SKU-11877;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;2110.22;5.0
779100001879;SKU-11878;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;2548.35;5.0
779100001880;SKU-11879;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;1906.74;10.0
779100001881;SKU-11880;COCA-COLA GASEOSA COLA 500 ML;Coca-Cola;500 ml;1768.35;0.0
779100001882;SKU-11881;SPRITE GASEOSA LIMA LIMON 1500 ML;Sprite;1500 ml;3767.48;5.0
779100001883;SKU-11882;QUILMES CERVEZA RUBIA PACK X6;Quilmes;Pack x6;12964.96;0.0
779100001884;SKU-11883;LA SERENÍSIMA LECHE ENTERA SACHET 1L;La Serenísima;Sachet 1L;1487.48;0.0
779100001885;SKU-11884;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1226.17;10.0
779100001886;SKU-11885;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2304.45;5.0
779100001887;SKU-11886;SAN IGNACIO DULCE DE LECHE CLASICO 1000 GR;San Ignacio;1000 gr;2536.77;5.0
779100001888;SKU-11887;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;2822.67;5.0
779100001889;SKU-11888;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2804.24;10.0
779100001890;SKU-11889;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1840.27;0.0
779100001891;SKU-11890;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;743.91;10.0
779100001892;SKU-11891;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;845.81;0.0
779100001893;SKU-11892;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;828.33;5.0
779100001894;SKU-11893;HELLMANNS MAYONESA CLASICA 950 G;Hellmanns;950 g;2395.1;10.0
779100001895;SKU-11894;ARCOR GALLETITAS DULCES PACK X3;Arcor;Pack x3;2801.1;5.0
779100001896;SKU-11895;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;1008.18;10.0
779100001897;SKU-11896;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;1944.92;5.0
779100001898;SKU-11897;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4869.7;0.0
779100001899;SKU-11898;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;2967.95;0.0
779100001900;SKU-11899;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;2136.68;0.0
779100001901;SKU-11900;COCA-COLA GASEOSA COLA 354 ML;Coca-Cola;354 ml;1302.83;5.0
779100001902;SKU-11901;SPRITE GASEOSA LIMA LIMON 500 ML;Sprite;500 ml;1599.35;5.0
779100001903;SKU-11902;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2171.29;0.0
779100001904;SKU-11903;LA SERENÍSIMA LECHE ENTERA TETRA 1L;La Serenísima;Tetra 1L;1465.67;0.0
779100001905;SKU-11904;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1460.44;10.0
779100001906;SKU-11905;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 180 G;La Serenísima;180 g;2034.86;10.0
779100001907;SKU-11906;SAN IGNACIO DULCE DE LECHE CLASICO 1000 G;San Ignacio;1000 g;2303.25;10.0
779100001908;SKU-11907;NATURA ACEITE GIRASOL 3 L;Natura;3 l;2579.33;10.0
779100001909;SKU-11908;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2832.9;10.0
779100001910;SKU-11909;GALLO ARROZ LARGO FINO 500 G;Gallo;500 g;1143.42;5.0
779100001911;SKU-11910;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1330.6;5.0
779100001912;SKU-11911;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;805.49;5.0
779100001913;SKU-11912;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;809.38;0.0
779100001914;SKU-11913;HELLMANNS MAYONESA CLASICA 1000 GR;Hellmanns;1000 gr;2615.97;10.0
779100001915;SKU-11914;ARCOR GALLETITAS DULCES 300 G;Arcor;300 g;997.91;0.0
779100001916;SKU-11915;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2598.31;0.0
779100001917;SKU-11916;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;4944.1;0.0
779100001918;SKU-11917;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;2148.49;5.0
779100001919;SKU-11918;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;7188.24;10.0
779100001920;SKU-11919;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;2166.95;5.0
779100001921;SKU-11920;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;5774.35;10.0
779100001922;SKU-11921;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;4895.7;10.0
779100001923;SKU-11922;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2136.29;5.0
779100001924;SKU-11923;LA SERENÍSIMA LECHE ENTERA 1000 CC;La Serenísima;1000 cc;1545.76;5.0
779100001925;SKU-11924;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1492.68;10.0
779100001926;SKU-11925;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2399.3;5.0
779100001927;SKU-11926;SAN IGNACIO DULCE DE LECHE CLASICO 400 G;San Ignacio;400 g;2837.61;0.0
779100001928;SKU-11927;NATURA ACEITE GIRASOL 900 ML;Natura;900 ml;2125.1;10.0
779100001929;SKU-11928;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1704.63;10.0
779100001930;SKU-11929;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1835.81;10.0
779100001931;SKU-11930;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;796.84;0.0
779100001932;SKU-11931;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;850.3;5.0
779100001933;SKU-11932;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;915.41;5.0
779100001934;SKU-11933;HELLMANNS MAYONESA CLASICA 475 G;Hellmanns;475 g;2684.77;5.0
779100001935;SKU-11934;ARCOR GALLETITAS DULCES 120 G;Arcor;120 g;1095.65;5.0
779100001936;SKU-11935;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;895.61;5.0
779100001937;SKU-11936;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;5096.42;5.0
779100001938;SKU-11937;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4114.27;0.0
779100001939;SKU-11938;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;3027.03;0.0
779100001940;SKU-11939;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;2109.96;0.0
779100001941;SKU-11940;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;5178.7;0.0
779100001942;SKU-11941;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;4596.11;0.0
779100001943;SKU-11942;QUILMES CERVEZA RUBIA 473 ML;Quilmes;473 ml;1337.24;10.0
779100001944;SKU-11943;LA SERENÍSIMA LECHE ENTERA 1000 ML;La Serenísima;1000 ml;1309.85;0.0
779100001945;SKU-11944;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1283.81;0.0
779100001946;SKU-11945;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 G;La Serenísima;1000 g;2332.33;0.0
779100001947;SKU-11946;SAN IGNACIO DULCE DE LECHE CLASICO 400 GR;San Ignacio;400 gr;2521.87;10.0
779100001948;SKU-11947;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3558.91;5.0
779100001949;SKU-11948;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2456.31;5.0
779100001950;SKU-11949;GALLO ARROZ LARGO FINO 1000 G;Gallo;1000 g;1634.75;0.0
779100001951;SKU-11950;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;778.6;5.0
779100001952;SKU-11951;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;820.77;5.0
779100001953;SKU-11952;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;913.92;0.0
779100001954;SKU-11953;HELLMANNS MAYONESA CLASICA 500 G;Hellmanns;500 g;1705.05;5.0
779100001955;SKU-11954;ARCOR GALLETITAS DULCES 160 G;Arcor;160 g;1027.86;5.0
779100001956;SKU-11955;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;855.97;0.0
779100001957;SKU-11956;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;2137.87;0.0
779100001958;SKU-11957;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;1848.65;5.0
779100001959;SKU-11958;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;2959.77;0.0
779100001960;SKU-11959;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;1787.07;10.0
779100001961;SKU-11960;COCA-COLA GASEOSA COLA 2.25L;Coca-Cola;2.25L;4914.25;0.0
779100001962;SKU-11961;SPRITE GASEOSA LIMA LIMON 1500 ML;Sprite;1500 ml;3928.71;5.0
779100001963;SKU-11962;QUILMES CERVEZA RUBIA 710 ML;Quilmes;710 ml;2351.13;10.0
779100001964;SKU-11963;LA SERENÍSIMA LECHE ENTERA SACHET 1L;La Serenísima;Sachet 1L;1459.79;5.0
779100001965;SKU-11964;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1266.9;5.0
779100001966;SKU-11965;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2119.22;10.0
779100001967;SKU-11966;SAN IGNACIO DULCE DE LECHE CLASICO 1000 GR;San Ignacio;1000 gr;2287.3;0.0
779100001968;SKU-11967;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3584.34;0.0
779100001969;SKU-11968;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2766.05;5.0
779100001970;SKU-11969;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1792.47;10.0
779100001971;SKU-11970;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1414.29;0.0
779100001972;SKU-11971;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;706.02;10.0
779100001973;SKU-11972;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;897.83;5.0
779100001974;SKU-11973;HELLMANNS MAYONESA CLASICA 950 G;Hellmanns;950 g;2382.66;0.0
779100001975;SKU-11974;ARCOR GALLETITAS DULCES PACK X3;Arcor;Pack x3;3380.37;0.0
779100001976;SKU-11975;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2911.49;0.0
779100001977;SKU-11976;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;4727.61;10.0
779100001978;SKU-11977;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4025.6;5.0
779100001979;SKU-11978;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;6878.96;0.0
779100001980;SKU-11979;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;1740.51;5.0
779100001981;SKU-11980;COCA-COLA GASEOSA COLA 1500 ML;Coca-Cola;1500 ml;4079.91;0.0
779100001982;SKU-11981;SPRITE GASEOSA LIMA LIMON 500 ML;Sprite;500 ml;1590.61;0.0
779100001983;SKU-11982;QUILMES CERVEZA RUBIA PACK X6;Quilmes;Pack x6;11049.53;10.0
779100001984;SKU-11983;LA SERENÍSIMA LECHE ENTERA TETRA 1L;La Serenísima;Tetra 1L;1382.16;5.0
779100001985;SKU-11984;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1511.1;5.0
779100001986;SKU-11985;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 180 G;La Serenísima;180 g;1924.57;0.0
779100001987;SKU-11986;SAN IGNACIO DULCE DE LECHE CLASICO 1000 G;San Ignacio;1000 g;2650.01;5.0
779100001988;SKU-11987;NATURA ACEITE GIRASOL 3 L;Natura;3 l;2711.49;0.0
779100001989;SKU-11988;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1865.84;0.0
779100001990;SKU-11989;GALLO ARROZ LARGO FINO 500 G;Gallo;500 g;1146.61;5.0
779100001991;SKU-11990;MATARAZZO FIDEOS GUISEROS 500 G;Matarazzo;500 g;870.33;5.0
779100001992;SKU-11991;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;847.64;10.0
779100001993;SKU-11992;MAROLIO PURE DE TOMATE 520 G;Marolio;520 g;886.77;10.0
779100001994;SKU-11993;HELLMANNS MAYONESA CLASICA 1000 GR;Hellmanns;1000 gr;2754.95;10.0
779100001995;SKU-11994;ARCOR GALLETITAS DULCES 300 G;Arcor;300 g;1050.89;10.0
779100001996;SKU-11995;TERRABUSI GALLETITAS DE AGUA 100 G;Terrabusi;100 g;1011.44;0.0
779100001997;SKU-11996;HEAD & SHOULDERS SHAMPOO ANTICASPA 400 ML;Head & Shoulders;400 ml;4300.58;5.0
779100001998;SKU-11997;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;1860.4;10.0
779100001999;SKU-11998;REXONA DESODORANTE AEROSOL 150 ML;Rexona;150 ml;3121.18;5.0
779100002000;SKU-11999;COLGATE CREMA DENTAL TRIPLE ACCION 70 G;Colgate;70 g;1804.63;5.0
779100002001;SKU-12000;COCA-COLA GASEOSA COLA 500 ML;Coca-Cola;500 ml;1789.8;0.0
779100002002;SKU-12001;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;5161.65;0.0
779100002003;SKU-12002;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2241.68;0.0
779100002004;SKU-12003;LA SERENÍSIMA LECHE ENTERA 1000 CC;La Serenísima;1000 cc;1569.7;0.0
779100002005;SKU-12004;SANCOR LECHE DESCREMADA 1000 ML;Sancor;1000 ml;1418.61;5.0
779100002006;SKU-12005;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2304.35;5.0
779100002007;SKU-12006;SAN IGNACIO DULCE DE LECHE CLASICO 400 G;San Ignacio;400 g;2789.39;5.0
779100002008;SKU-12007;NATURA ACEITE GIRASOL 900 ML;Natura;900 ml;2468.35;0.0
779100002009;SKU-12008;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2317.7;10.0
779100002010;SKU-12009;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;1802.27;5.0
779100002011;SKU-12010;MATARAZZO FIDEOS GUISEROS 500 GR;Matarazzo;500 gr;822.19;10.0
779100002012;SKU-12011;LUCCHETTI FIDEOS TALLARINES 500 G;Lucchetti;500 g;769.22;0.0
779100002013;SKU-12012;MAROLIO PURE DE TOMATE 520 GR;Marolio;520 gr;887.18;0.0
779100002014;SKU-12013;HELLMANNS MAYONESA CLASICA 475 G;Hellmanns;475 g;2719.42;5.0
779100002015;SKU-12014;ARCOR GALLETITAS DULCES 120 G;Arcor;120 g;1248.17;0.0
779100002016;SKU-12015;TERRABUSI GALLETITAS DE AGUA 300 G;Terrabusi;300 g;874.28;0.0
779100002017;SKU-12016;HEAD & SHOULDERS SHAMPOO ANTICASPA 200 ML;Head & Shoulders;200 ml;1991.83;0.0
779100002018;SKU-12017;PANTENE ACONDICIONADOR BRILLO 400 ML;Pantene;400 ml;4437.51;10.0
779100002019;SKU-12018;REXONA DESODORANTE AEROSOL 150 CC;Rexona;150 cc;3035.49;5.0
779100002020;SKU-12019;COLGATE CREMA DENTAL TRIPLE ACCION 90 G;Colgate;90 g;1963.15;10.0
779100002021;SKU-12020;COCA-COLA GASEOSA COLA 354 ML;Coca-Cola;354 ml;1234.53;10.0
779100002022;SKU-12021;SPRITE GASEOSA LIMA LIMON 2250 ML;Sprite;2250 ml;4942.94;0.0
779100002023;SKU-12022;QUILMES CERVEZA RUBIA 1000 CC;Quilmes;1000 cc;2460.59;5.0
779100002024;SKU-12023;LA SERENÍSIMA LECHE ENTERA 1000 ML;La Serenísima;1000 ml;1418.08;5.0
779100002025;SKU-12024;SANCOR LECHE DESCREMADA TETRA 1L;Sancor;Tetra 1L;1260.03;5.0
779100002026;SKU-12025;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 G;La Serenísima;1000 g;1894.98;0.0
779100002027;SKU-12026;SAN IGNACIO DULCE DE LECHE CLASICO 400 GR;San Ignacio;400 gr;2784.95;0.0
779100002028;SKU-12027;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;3013.17;5.0
779100002029;SKU-12028;COCINERO ACEITE MEZCLA 1500 ML;Cocinero;1500 ml;2811.58;5.0
779100002030;SKU-12029;GALLO ARROZ LARGO FINO 1000 G;Gallo;1000 g;1762.26;10.0
779100002031;SKU-12030;MATARAZZO FIDEOS GUISEROS 1000 GR;Matarazzo;1000 gr;1367.67;10.0
779100002032;SKU-12031;LUCCHETTI FIDEOS TALLARINES 500 GR;Lucchetti;500 gr;765.8;5.0
779100002033;SKU-12032;MAROLIO PURE DE TOMATE TETRA 520G;Marolio;Tetra 520g;967.98;5.0
779100002034;SKU-12033;HELLMANNS MAYONESA CLASICA 500 G;Hellmanns;500 g;1475.41;0.0
779100002035;SKU-12034;ARCOR GALLETITAS DULCES 160 G;Arcor;160 g;1221.52;10.0
779100002036;SKU-12035;TERRABUSI GALLETITAS DE AGUA PACK X3 300G;Terrabusi;Pack x3 300g;2604.88;0.0
779100002037;SKU-12036;HEAD & SHOULDERS SHAMPOO ANTICASPA 750 ML;Head & Shoulders;750 ml;4418.18;5.0
779100002038;SKU-12037;PANTENE ACONDICIONADOR BRILLO 200 ML;Pantene;200 ml;2151.78;5.0
779100002039;SKU-12038;REXONA DESODORANTE AEROSOL PACK X2;Rexona;Pack x2;7766.37;10.0
779100002040;SKU-12039;COLGATE CREMA DENTAL TRIPLE ACCION 140 G;Colgate;140 g;2097.66;10.0
779100002041;SKU-12040;COCA-COLA GASEOSA COLA 2250 ML;Coca-Cola;2250 ml;5482.0;0.0
779100002042;SKU-12041;SPRITE GASEOSA LIMA LIMON 1500 ML;Sprite;1500 ml;3708.1;10.0
779100002043;SKU-12042;QUILMES CERVEZA RUBIA 473 ML;Quilmes;473 ml;1245.51;10.0
779100002044;SKU-12043;LA SERENÍSIMA LECHE ENTERA SACHET 1L;La Serenísima;Sachet 1L;1299.71;10.0
779100002045;SKU-12044;SANCOR LECHE DESCREMADA 1000 CC;Sancor;1000 cc;1550.14;10.0
779100002046;SKU-12045;LA SERENÍSIMA YOGUR BEBIBLE FRUTILLA 1000 GR;La Serenísima;1000 gr;2338.27;10.0
779100002047;SKU-12046;SAN IGNACIO DULCE DE LECHE CLASICO 1000 GR;San Ignacio;1000 gr;2630.25;5.0
779100002048;SKU-12047;NATURA ACEITE GIRASOL 1500 ML;Natura;1500 ml;2833.46;0.0
779100002049;SKU-12048;COCINERO ACEITE MEZCLA 900 ML;Cocinero;900 ml;1607.57;0.0
779100002050;SKU-12049;GALLO ARROZ LARGO FINO 1000 GR;Gallo;1000 gr;2007.31;0.0
